Model,item_upc,quantity,Products_price
OLL5212121-BL-1X,840392214209,17,25
OLL5212121-BL-2X,840392214216,11,25
OLL4012123-CBL-S0,840392214186,11,19
OLL4012123-CBL-M0,840392214179,9,19
OLL4012123-CBL-L0,840392214162,10,19
OLL4012123-CBL-X0,840392214193,6,19
OLL4012126-WH-S0,840392214100,9,20
OLL4012126-WH-M0,840392214094,6,20
OLL4012126-WH-L0,840392214087,11,20
OLL4012126-WH-X0,840392214117,5,20
OLL4112074-WH-SM,840392214018,8,16
OLL4112074-WH-LX,840392214001,19,16
OLL2139-RSE-S0,840392212564,7,16
OLL2139-RSE-M0,840392212557,4,16
OLL2139-RSE-L0,840392212540,3,16
OLL2139-RSE-X0,840392212571,4,16
OLL2139-RSE-2X,840392212489,1,18
OLL2139-RSE-4X,840392212496,2,18
OLL5210824-RSE-S0,840392212441,10,16
OLL5210824-RSE-M0,840392212434,8,16
OLL5210824-RSE-L0,840392212427,9,16
OLL5210824-RSE-X0,840392212458,9,16
OLL5210824-RSE-2X,840392212328,3,18
OLL5210824-RSE-4X,840392212335,3,18
OLL4012131-PK-S0,840392213882,14,16
OLL4012131-PK-M0,840392213875,15,16
OLL4012131-PK-L0,840392213868,12,16
OLL4012131-PK-X0,840392213899,13,16
OLL4012072-PK-S0,840392214346,5,18
OLL4012072-PK-M0,840392214339,10,18
OLL4012072-PK-L0,840392214322,7,18
OLL4012072-PK-X0,840392214353,6,18
OLL5111551-PK-S0,840392214674,9,20
OLL5111551-PK-M0,840392214667,8,20
OLL5111551-PK-L0,840392214650,6,20
OLL5111551-PK-X0,840392214681,12,20
OLL4112144-PR-SM,840392213387,14,16
OLL4112144-PR-LX,840392213370,16,16
OLL4112132-RSE-SM,840392214506,14,19
OLL4112132-RSE-LX,840392214490,19,19
UMBM-MO100,5060140200505,15,17.5
NT3289,782631328905,21,16.05
NT3290,782631329001,13,16.05
NT3291,782631329100,27,16.05
NT3292,782631329209,25,16.05
NT3293,782631329308,44,16.05
NT3294,782631329407,14,16.05
LP6018873,3700436018873,11,35
LP6018880,3700436018880,9,35
LP6018897,3700436018897,18,35
LP6018903,3700436018903,11,35
LP6018910,3700436018910,11,35
LP6018927,3700436018927,8,35
LP6018934,3700436018934,15,35
LP6018941,3700436018941,17,35
LP6018958,3700436018958,15,35
LP6018965,3700436018965,5,35
LP6018972,3700436018972,12,35
LP6018989,3700436018989,9,35
LP6018996,3700436018996,7,35
LP6019009,3700436019009,19,35
LP6019016,3700436019016,12,35
LP6019023,3700436019023,10,55
LP6019030,3700436019030,9,55
LP6019047,3700436019047,9,55
LP6019054,3700436019054,9,55
LP6019061,3700436019061,9,55
OLL7412154-PR-SM,840392213547,9,18
OLL7412154-PR-LX,840392213530,14,18
OLL7412154-PR-2X,840392213523,6,20
OLL5212146-GR-SM,840392213103,19,18
OLL5212146-GR-LX,840392213097,17,18
OLL5212146-GR-2X,840392213080,10,20
OLL6112141-PR-2X,840392213493,4,20
OLL5112150-TQ-SM,840392212977,12,19
OLL5112150-TQ-LX,840392212960,2,19
OLL5112150-TQ-2X,840392212953,1,21
OLL4112149-BL-S0,840392213004,9,23
OLL4112149-BL-M0,840392212991,10,23
OLL4112149-BL-L0,840392212984,9,23
OLL4112149-BL-X0,840392213011,11,23
OLL7412149-BL-S0,840392212892,11,24
OLL7412149-BL-M0,840392212885,11,24
OLL7412149-BL-L0,840392212878,12,24
OLL7412149-BL-X0,840392212908,12,24
OLL2139-PR-S0,840392212526,3,16
OLL2139-PR-M0,840392212519,6,16
OLL2139-PR-X0,840392212533,3,16
OLL2139-PR-2X,840392212465,11,18
OLL2139-PR-4X,840392212472,10,18
OLL5210824-PR-S0,840392212403,7,16
OLL5210824-PR-M0,840392212397,6,16
OLL5210824-PR-L0,840392212380,3,16
OLL5210824-PR-X0,840392212410,5,16
OLL5210824-PR-2X,840392212304,7,18
OLL5210824-PR-4X,840392212311,5,18
OLL4012145-NGR-S0,840392213257,15,19
OLL4012145-NGR-M0,840392213240,9,19
OLL4012145-NGR-L0,840392213233,8,19
OLL4012145-NGR-X0,840392213264,14,19
OLL7211986-RD-SM,840392210898,11,18
OLL7211986-RD-LX,840392210881,14,18
OLL7211986-RD-2X,840392210874,6,20
OLL5212142-GR-SM,840392213325,3,14
OLL5212142-GR-LX,840392213318,3,14
OLL4012143-GR-S0,840392213295,0,15
OLL4012143-GR-M0,840392213288,5,15
OLL4012143-GR-L0,840392213271,9,15
OLL4012143-GR-X0,840392213301,4,15
SW25077,763475331672,27,34.17
MPE1134-BK-OS,190602298933,10,11.95
MPE1137-BK-OS,190602298964,13,10.95
MPE1139-BK-OS,190602298988,13,7.95
MPE1140-BL-OS,190602299039,15,8.95
MPE1142-LP-OS,190602299053,13,8.95
MPE1147-BK-OS,190602299114,10,7.95
MPE1149-BK-OS,190602299138,10,7.95
MPE1152-BK-OS,190602299169,6,8.95
MPE1157-BK-OS,190602299237,8,6.95
MPE1159-PK-OS,190602299251,3,5.95
MPE1163-RD-OS,190602299299,6,8.95
MPE1163-RD-OQ,190602299305,8,9.55
MPE1166-PK-OS,190602299350,13,6.95
XRAH832,848518061812,21,34.98
XRAH832-PURPLE,848518061843,18,34.98
XRAH831,848518061805,23,39.98
XRAH712-LIGHT,848518059406,11,34.98
XRAH712-MED,848518059413,7,34.98
XRAH852,848518062048,29,37.48
XRAH853,848518062055,6,37.48
PWX8064-BLN,848416017317,8,29.5
PWX8066-BN,848416017331,11,29.5
PWX8067-BK,848416017348,8,29.5
PWX8013613-BLN,626633136130,11,29.5
VI-F2008,850052871543,25,12.5
C26101-OR-S0,883124189604,8,18.5
C26101-OR-M0,883124189611,4,18.5
C26101-OR-L0,883124189628,7,18.5
C26101-OR-X0,883124189635,9,18.5
C26102-OR-OS,883124189642,16,24.5
C26102-OR-OQ,883124189659,11,24.5
C26103-OR-OS,883124189666,8,22
C26103-OR-OQ,883124189673,0,22
C26105-NV-S0,883124189680,0,22.5
C26105-NV-M0,883124189697,3,22.5
C26105-NV-L0,883124189703,0,22.5
C26105-NV-X0,883124189710,0,22.5
C26105-NV-2X,883124189727,0,22.5
C26105-NV-4X,883124189734,2,22.5
C26106-NV-S0,883124189741,6,22.5
C26106-NV-M0,883124189758,3,22.5
C26106-NV-L0,883124189765,8,22.5
C26106-NV-X0,883124189772,10,22.5
C26106-NV-2X,883124189789,6,22.5
C26106-NV-4X,883124189796,1,22.5
C26107-NV-S0,883124189802,7,17.5
C26107-NV-M0,883124189819,8,17.5
C26107-NV-L0,883124189826,7,17.5
C26112-PK-S0,883124189888,0,22.5
C26112-PK-M0,883124189895,3,22.5
C26112-PK-L0,883124189901,6,22.5
C26112-PK-X0,883124189918,0,22.5
C26112-PK-2X,883124189925,0,22.5
C26112-PK-4X,883124189932,0,22.5
C26124-BL-S0,883124190396,0,24
C26124-BL-M0,883124190402,0,24
C26124-BL-L0,883124190419,0,24
C26124-BL-X0,883124190426,0,24
C26124-BL-2X,883124190433,0,24
C26124-BL-4X,883124190440,0,24
C26125-BL-S0,883124190457,0,26.5
C26125-BL-M0,883124190464,8,26.5
C26125-BL-L0,883124190471,4,26.5
SS102-15,646709102159,32,13.25
SS102-18,646709102180,47,10.07
SS102-21,646709102210,35,13.25
SS102-23,646709102234,43,9.01
SS102-24,646709102241,24,18.02
SS102-25,646709102258,27,11.66
SS102-26,646709102265,35,10.07
WXD943-74,850058394374,0,20
WXD943-81,850058394381,0,20
WXD943-98,850058394398,0,20
WXD946-64,850058394664,11,12
WXD946-88,850058394688,10,12
WXD946-57,850058394657,16,12
WXD947-01,850058394701,10,14
WXD947-25,850058394725,7,14
WXD946-95,850058394695,13,14
WXD947-49,850058394749,10,15.5
WXD947-63,850058394763,13,15.5
WXD947-32,850058394732,22,15.5
WXD947-70,850058394770,1,17.5
WXD947-87,850058394787,16,20
XGSK-1047,884472036022,19,30.5
WR-VBR-001,850065114156,12,6.5
WR-VBR-002,850065114149,16,6.5
WR-VBR-003,850065114132,15,7.5
WR-VBR-004,850065114163,20,9
KHE-IG002,669165027347,41,17.5
KHE-IG003,669165028474,41,17.5
BEA6911,843445060402,16,20.58
BEA6892,843445059550,0,20.58
BEA6891,843445059451,14,20.41
BEA6893,843445059604,10,29.17
BEA6838,843445055200,0,20.35
BEA6774N,843445042200,2,43.33
BEA6726CN,843445032409,10,30.15
BEA6790,843445046802,0,20.42
INT063-100IE,850000918856,46,9.45
INT063-200IE,850000918863,27,13.93
INT064-125IE,850000918870,34,9.92
EH39404-BL-S0,763036336931,8,19.95
EH39404-BL-M0,763036336948,8,19.95
EH39404-BL-L0,763036336955,13,19.95
EH39404-BL-X0,763036336962,8,19.95
EH40718-BL-S0,New,0,24.95
EH40718-BL-M0,763036337020,6,24.95
EH40718-BL-L0,New,0,24.95
EH40718-BL-X0,New,0,24.95
EH44522-WH-S0,763036336856,3,22.95
EH44522-WH-M0,763036336863,2,22.95
EH44522-WH-L0,763036336870,4,22.95
EH44522-WH-X0,763036336887,6,22.95
EH44526-BL-S0,763036339482,3,15.95
EH44526-BL-M0,763036339499,5,15.95
EH44526-BL-L0,763036339505,9,15.95
EH44526-BL-X0,763036339512,6,15.95
EH39458-PK-S0,763036339048,13,15.95
EH39458-PK-M0,763036339055,11,15.95
EH39458-PK-L0,763036339062,8,15.95
EH39458-PK-X0,763036339079,9,15.95
EH75265-PK-M0,763036340747,5,16.95
EH75265-PK-L0,763036340754,7,16.95
EH44543-BK-SM,763036339741,8,13.95
EH44543-BK-ML,763036339758,13,13.95
EH75169-BK-S0,763036337457,4,6.95
EH75169-BK-M0,763036337464,2,6.95
EH75169-BK-L0,763036337471,8,6.95
EH75169-BK-X0,763036337488,1,6.95
EH75169-BK-2X,763036337570,0,7.95
EH75169-WH-S0,763036337532,0,6.95
EH75169-WH-M0,763036337549,7,6.95
EH75169-WH-L0,763036337556,6,6.95
EH75169-WH-X0,763036337563,2,6.95
EH75169-WH-2X,763036337594,5,7.95
EH75167-BK-S0,763036337396,9,4.5
EH75167-BK-M0,763036337402,7,4.5
EH75167-BK-L0,763036337419,7,4.5
EH75167-BK-X0,763036337426,9,4.5
EH75167-BK-2X,763036337693,7,5.25
EH75167-WH-S0,763036337624,14,4.5
EH75167-WH-M0,763036337631,6,4.5
EH75167-WH-L0,763036337648,8,4.5
EH75167-WH-X0,763036337655,9,4.5
EH75167-WH-2X,763036337716,11,5.25
EH39421-BG-S0,763036338577,8,11.95
EH39421-BG-M0,763036338584,8,11.95
EH39421-BG-L0,763036338591,11,11.95
EH39421-BG-X0,763036338607,7,11.95
EH75273-BK-S0,763036340853,11,15.95
EH75273-BK-M0,763036340860,12,15.95
EH75273-BK-L0,763036340877,13,15.95
EH75273-BK-X0,763036340884,13,15.95
EH75209-BK-SM,763036340402,15,11.95
EH75209-BK-ML,763036340419,17,11.95
EH44556-BGD-S0,763036340044,4,18.95
EH44556-BGD-M0,763036340051,8,18.95
EH44556-BGD-L0,763036340068,10,18.95
EH44556-BGD-X0,763036340075,9,18.95
EH75279-BGD-SM,763036340921,18,15.95
EH75279-BGD-ML,763036340938,20,15.95
EH39465-BGD-S0,763036339109,9,14.95
EH39465-BGD-M0,763036339116,15,14.95
EH39465-BGD-L0,763036339123,16,14.95
EH39465-BGD-X0,763036339130,9,14.95
EH2420-LP-OS,763036337907,8,10.95
EH2461-LP-OS,763036338362,5,12.95
EH44549-BL-S0,763036339888,0,23.95
EH44549-BL-M0,763036339895,0,23.95
EH44549-BL-L0,763036339901,9,23.95
EH44549-BL-X0,763036339918,11,23.95
EH40728-BL-S0,763036339253,11,19.95
EH40728-BL-M0,763036339260,11,19.95
EH40728-BL-L0,763036339277,9,19.95
EH40728-BL-X0,763036339284,9,19.95
EH44529-PR-S0,763036339529,1,13.95
EH44529-PR-M0,763036339536,0,13.95
EH44529-PR-L0,763036339543,4,13.95
EH44529-PR-X0,763036339550,8,13.95
EH75192-PR-S0,763036340204,10,13.95
EH75192-PR-M0,763036340211,7,13.95
EH75192-PR-L0,763036340228,10,13.95
EEC2421-HP-OS,763036337914,4,13.95
EEC75210-BK-OS,763036340426,20,14.95
EEC2426-BK-OS,763036337952,10,11.95
XGSK-1050,884472036213,18,28
XGSK-1048,884472036039,17,41.95
XGSU100,848416010448,8,14
XGSU102,848416010462,18,18
XGSU104,848416010486,6,13
XGSU106,848416014347,17,23.95
XGSU109,848416014378,7,39.5
XGSU108,848416014361,6,23.95
SLQ-069,894147000692,133,12
SLQ-078,894147000784,198,12
SLQ-079,894147000791,197,12
OEJSG-PC-F740,850017269736,14,18.99
OEJSG-PC-F741,850017269743,19,18.99
OEJSG-PC-F730,850017269750,16,23.99
OEJSG-PC-F731,850017269767,26,23.99
OEJSG-PC-F780,850017269798,16,33.99
OEJSG-CT-J103,850068969180,13,29.99
OEJSG-CT-J101,850068969166,18,27.99
OEJSG-CT-J105,850068969203,12,24
ILP00544,813356005441,154,35
ILP00543,813356005434,476,45
ILP00545,813356005458,667,65
ILP00542,813356005427,271,65
CTZ-107Z,7707674734646,0,22
CTZ-014R,7707674730754,0,6
CTZ-084L,7707674731065,0,6
SS102-17,646709102173,53,4.5
FTOP2636-HP-SM,657447327476,12,16.5
FTOP2636-HP-ML,657447327483,12,16.5
FTOP2636-HP-LX,657447327490,10,16.5
FTOP2636-HP-OQ,657447327506,4,17.5
FTOP2640-LB-SM,657447327629,7,16.5
FTOP2640-LB-ML,657447327636,10,16.5
FTOP2640-LB-LX,657447327643,14,16.5
FTOP2640-LB-OQ,657447327650,8,17.5
FTOP2641-BL-SM,657447327667,14,16
FTOP2641-BL-ML,657447327674,9,16
FTOP2641-BL-LX,657447327681,12,16
FTV820-PK-OS,657447328558,6,8.5
FTV821-HP-OS,657447328565,0,8.25
FTV821-HP-OQ,657447328572,0,8.75
FTV824-PR-OS,657447328619,1,9.5
FTV824-PR-OQ,657447328626,6,10.25
FTV822-RD-OS,657447328589,1,8
FTV822-RD-OQ,657447328596,0,8.5
FTV825-BPR-OS,657447328633,9,8.75
FTV823-MG-OS,657447328602,0,8.5
FTV827-BL-OS,657447328657,0,10.5
FTV827-BL-OQ,657447328664,0,11
FTS1009-PK-OS,657447328336,0,8.25
FTS1009-PK-OQ,657447328343,0,9
FTS1010-HP-OS,657447328350,1,8.75
FTS1011-RD-OS,657447328367,0,8.5
FTS1011-RD-OQ,657447328374,0,9
FTS1013-PR-OS,657447328404,6,8.5
FTS1013-PR-OQ,657447328411,13,9
FTS1017-TL-OS,657447328480,0,8.25
FTS1014-BPR-OS,657447328428,2,8.75
FTS1014-BPR-OQ,657447328435,7,9.25
XRAH760,848518060464,15,32.08
XRAH816,848518061614,1,49.98
XRAH823,848518061713,19,37.43
XRAH824,848518061720,12,37.43
SS102-16,646709102166,40,14.83
PD4170-21,603912777802,12,50
PD4170-29,603912777819,21,50
PD4171-21,603912777826,9,55
PD4171-29,603912777833,20,55
PD4172-21,603912777932,16,60
PD4172-29,603912777857,25,60
SS980-33,646709980337,32,25
SS980-51,646709980511,32,20
SS980-53,646709980535,41,20
SS980-54,646709980542,33,27.5
SS980-55,646709980559,27,27.5
SS980-56,646709980566,35,25
SS980-57,646709980573,26,27.5
SS980-60,646709980603,29,22.5
SS980-61,646709980610,28,24
SS980-63,646709980634,25,30
SS980-64,646709980641,54,22.5
SS980-65,646709980658,30,22.5
SS980-66,646709980665,20,20
SS980-67,646709980672,29,37.5
SS980-68,646709980689,27,20
NX321804,5060274221780,9,110
NX321805,5060274222183,14,10.88
NX321809,5060274222190,2,58
NX321811,5060274222169,1,42.5
NT3304-1,782631330410,17,39.25
NT3304-2,782631330427,15,39.25
NT3308,782631330809,27,16.7
NT3309,782631330908,21,16.7
NT3316-2,782631331622,6,25.05
MPE80001-PK-SM,190602302678,15,13.95
MPE80001-PK-LX,190602302685,11,13.95
MPE80002-YL-SM,190602302692,16,16.95
MPE80002-YL-LX,190602302708,16,16.95
MPE80007-BL-SM,190602302814,9,17.95
MPE80007-BL-LX,190602302821,9,17.95
BL27916,855215007609,14,18.417
BL36493,702730682234,46,11.865
BL36416,855215007661,31,11.508
BL36463,702730682210,43,15.036
BL36467,702730682227,38,15.036
BL93013,735380930134,25,13.3
BL36496,819835027294,22,12.25
BL13613,819835020288,64,4.319
BL10076,819835022268,11,9.793
BL10126,819835022244,27,9.443
BL10127,819835022251,16,9.443
BL18613,819835023470,35,17.794
BL14903,819835025351,31,10.983
BL13601,819835020257,53,4.55
BL13610,819835020271,39,4.55
BL13611,819835020264,43,4.55
BL54309,819835021360,31,7.875
MPE80006-BL-SM,190602302791,12,14.95
MPE80006-BL-LX,190602302807,11,14.95
8468-237,9781797237237,0,9.97
8468-507,9781797226507,65,11.4
MPE80008-PK-SM,190602302852,9,18.95
MPE80008-PK-LX,190602302869,11,18.95
MPE7626-PK-SM,190602302890,13,16.95
MPE7626-PK-LX,190602302906,14,16.95
MPE80015-WH-SM,190602303095,4,18.95
MPE80015-WH-LX,190602303101,7,18.95
MPE80016-WH-SM,190602303118,15,18.95
MPE80016-WH-LX,190602303125,10,18.95
MPE80018-WH-SM,190602303156,9,16.95
MPE80018-WH-LX,190602303163,7,16.95
MPE7626-WH-SM,190602303194,8,16.95
MPE7626-WH-LX,190602303200,13,16.95
MPE80020-BK-SM,190602303255,2,26.95
MPE80020-BK-LX,190602303262,8,26.95
MPE80021-LP-SM,190602303279,10,14.95
MPE80021-LP-LX,190602303286,7,14.95
MPE80022-LP-SM,190602303293,7,15.95
MPE80022-LP-LX,190602303309,6,15.95
MPE7632-BK-SM,190602303316,2,16.95
MPE7632-BK-LX,190602303323,3,16.95
MPE80024-BND-SM,190602303354,11,18.95
MPE80024-BND-LX,190602303361,13,18.95
MPE7633-BND-SM,190602303378,9,16.95
MPE7633-BND-LX,190602303385,14,16.95
MPE80026-BND-SM,190602303439,0,16.95
MPE80026-BND-LX,190602303446,2,16.95
MPE7635-BK-SM,190602303538,5,15.95
MPE7635-BK-LX,190602303545,5,15.95
MPE2821-BK-SM,190602303699,13,13.95
MPE2821-BK-LX,190602303705,7,13.95
MPE2818-BK-SM,190602303590,8,15.95
MPE2818-BK-LX,190602303606,6,15.95
MPE2824-BK-SM,190602303750,2,15.95
MPE2824-BK-LX,190602303767,1,15.95
MPE80027-BK-SM,190602303774,12,18.95
MPE80027-BK-LX,190602303781,8,18.95
MPE60073-BW-SM,190602303958,20,16.95
MPE60073-BW-LX,190602303965,12,16.95
MPE60070-RW-SM,190602303897,11,17.95
MPE60070-RW-LX,190602303903,8,17.95
MPE60071-RW-SM,190602303910,10,20.95
MPE60071-RW-LX,190602303927,11,20.95
PJ140-66,827160116828,46,15
SE0004-58,716770114631,25,9.6
SE0004-59,716770114648,25,13.1
SE0004-76,716770114655,21,9.6
SE1986-90,716770114938,32,14.35
SE5550-05,716770114174,10,49.45
SE4299-18,716770115003,15,35.85
SE1232-05,716770114839,21,16.2
SE1232-07,716770114846,11,17
SE1232-10,716770114853,17,18.2
SE0649-60,716770114884,11,47.5
SE0649-65,716770114891,21,47.5
SE5505-70,716770115034,36,7.35
SE5505-75,716770115041,15,7.35
SE0257-10,716770114785,21,36.95
SE0257-12,716770114792,17,36.95
SE0257-20,716770114808,12,44.6
SE0257-22,716770114815,15,44.6
SE0382-16,716770114761,21,24.2
SE0382-22,716770114778,18,24.2
SE4340-10,716770115065,18,42.35
SE4340-20,716770115072,30,45.95
SE4340-23,716770115089,21,45.95
SE0914-20,716770114860,5,187.8
SE5505-15,716770115010,24,20.25
SE5505-25,716770115027,15,22
SE0650-75,716770114969,16,60.45
SE0650-80,716770114976,19,60.45
SE0001-11,716770114716,17,32.75
SE0001-13,716770114723,18,38.2
SE0001-41,716770114730,20,34.75
SE5504-01,716770115096,16,14.35
SE5504-11,716770114907,17,16.7
SE5504-12,716770114914,18,20.7
SE1986-25,716770114952,22,20.7
SE5550-40,716770114983,9,81.25
SE4445-80,716770108685,16,67.7
IBIC1329,847841013291,38,17.5
IBIC1330-1,847841013307,34,17.5
IBIC1331-1,847841013314,28,17.5
NOBT-NU16BL,9342851004020,9,25
NOBT-NU16CO,9342851004037,20,25
NOBT-W96DPU,9342851004013,21,40
NOBT-W96DTQ,9342851004006,35,40
NOBT-W97BK,9342851003962,20,40
NOBT-W97HPK,9342851003979,16,40
NOBT-W98BL,9342851003986,25,35
NOBT-W98PK,9342851003993,14,35
VI-R1308,850052871550,47,25
VI-R1313,850052871567,36,25
VI-P2908,850052871581,27,22.5
VI-P2913,850052871598,53,22.5
VI-P3009,850052871611,51,25
VI-P3013,850052871628,35,25
WS91321,713079913217,83,14.97
CG-KS-005,669423998693,17,99.99
CG-KS-006,669423998686,33,99.99
CG-MMONROE-001,647581674987,13,15
CG-RCAVALLI-001,647581674956,16,15
CG-SS-ALADAMS-001,647581675007,27,25
CG-SS-KVALENT-001,647581674970,19,25
CG-SS-MEMONROE-001,647581674994,14,25
GW2603-PK-OS,703674870190,8,15.95
GW2603-PR-OS,703674870183,8,15.95
GW2609-BG-OS,703674870275,6,16.95
GW2611-RP-OS,703674870312,11,17.95
GW2604-MG-OS,703674870213,11,16.95
GW2610-PK-OS,703674870305,11,15.95
GW2601-RSE-OS,703674870145,15,17.95
GW2607-LA-OS,703674870244,0,17.95
GW2605-GR-OS,703674870220,12,16.95
GW2605-YL-OS,703674870237,9,16.95
GW2612-WH-OS,703674870336,15,17.95
GW2612-RSE-OS,703674870343,12,17.95
GW2608-LP-OS,703674870268,9,15.95
BV-107,4890808297865,15,52
BV-108,4890808297872,11,49
BV-117,4890808301791,15,50
BV-118,4890808301807,7,45
BV-119,4890808301814,10,65
BV-106,4890808297858,26,15
BV-WEB144,4890808295878,31,10
8468-220,9781797237220,60,8.55
BI-026285Z,6959532340259,17,16.44
BI-300147-1,6959532364798,59,11.33
BW-500115,6959532364712,35,31.11
BW-500093,6959532363746,27,31.11
BW-500112,6959532364651,34,32.22
BW-500107,6959532364620,19,32.22
BW-500111,6959532364743,25,32.68
EN-RS-6985,844477026985,18,54.99
EN-RS-7715,844477027715,23,54.99
EN-RS-6923,844477026923,9,59.99
EN-RS-6954,844477026954,9,39.99
EN-RS-6534,844477026534,8,65.99
EN-RS-7210,844477027210,26,59.99
GX-RS-6206,844477026206,19,15.99
SL-RS-7463,844477027463,31,22.99
ZE-MS-7548,844477027548,12,9.99
ZE-MS-7531,844477027531,12,9.99
ZE-MS-7524,844477027524,17,9.99
ZE-RS-7326,844477027326,39,39.99
BL92015,850002870633,29,13.986
BL92002,850002870626,20,8.386
BL92035,850002870664,22,11.886
BL92322,850002870695,8,13.286
BL92022,850002870671,18,8.386
BL92045,850002870701,12,4.97
BL92008,850002870640,13,4.55
BL92005,850002870619,19,13.286
BL92025,850002870657,13,11.886
HOD05612-BG-S0,840312888992,2,29
HOD05612-BG-M0,840312889005,2,29
HOD05612-BG-L0,840312889012,0,29
HOD05612-BG-X0,840312889029,3,29
HOD05612-BG-2X,840312889036,3,29
HOD05612-BG-4X,840312889043,4,29
HOD01904-RP-S0,198680015398,6,19
HOD01904-RP-M0,198680015404,7,19
HOD01904-RP-L0,198680015411,9,19
HOD01904-RP-X0,198680015428,6,19
HOD01904-RP-2X,198680015435,6,19
HOD01904-RP-4X,198680015442,3,19
HOD01905-RP-S0,198680011222,10,22
HOD01905-RP-M0,198680011239,12,22
HOD01905-RP-L0,198680011246,12,22
HOD01905-RP-X0,198680011253,12,22
HOD01905-RP-2X,198680011260,3,22
HOD01905-RP-4X,198680011277,3,22
HOD05702-CBL-S0,840312889357,16,26
HOD05702-CBL-M0,840312889364,16,26
HOD05702-CBL-L0,840312889371,17,26
HOD05702-CBL-X0,840312889388,11,26
HOD05702-CBL-2X,840312889395,4,26
HOD05702-CBL-4X,840312889401,4,26
HOD05704-CBL-S0,840312889111,5,22
HOD05704-CBL-M0,840312889128,8,22
HOD05704-CBL-L0,840312889135,11,22
HOD05704-CBL-X0,840312889142,6,22
HOD05704-CBL-2X,840312889159,1,22
HOD05704-CBL-4X,840312889166,0,22
HOD03502-RD-S0,840312839512,8,17
HOD03502-RD-M0,840312839529,5,17
HOD03502-RD-L0,840312839536,9,17
HOD03502-RD-X0,840312839543,11,17
HOD03502-RD-2X,840312839550,3,17
HOD03502-RD-4X,840312839567,5,17
EH39404-BK-S0,763036336894,9,19.95
EH39404-BK-M0,763036336900,12,19.95
EH39404-BK-L0,763036336917,11,19.95
EH39404-BK-X0,763036336924,14,19.95
UMBM-SS,5060140200253,4,10.5
HOD03503-RD-S0,840312839635,4,17
HOD03503-RD-M0,840312839642,7,17
HOD03503-RD-L0,840312839659,10,17
HOD03503-RD-X0,840312839666,11,17
HOD03503-RD-2X,840312839673,6,17
HOD03503-RD-4X,840312839680,3,17
HOD04503-RD-S0,840312840518,4,20.5
HOD04503-RD-M0,840312840525,7,20.5
HOD04503-RD-L0,840312899400,9,20.5
HOD04503-RD-X0,840312899417,6,20.5
HOD04503-RD-2X,840312899424,6,20.5
HOD04503-RD-4X,840312899431,4,20.5
HOD02805-RD-S0,198680007577,17,22
HOD02805-RD-M0,198680007584,16,22
HOD02805-RD-L0,198680007591,16,22
HOD02805-RD-X0,198680007607,9,22
HOD02805-RD-2X,198680007614,2,22
HOD02805-RD-4X,198680007621,5,22
HOD03805-CR-S0,840312893835,0,24
HOD03805-CR-M0,840312893842,1,24
HOD03805-CR-L0,840312893859,2,24
HOD03805-CR-X0,840312893866,4,24
HOD03805-CR-2X,840312893873,2,24
HOD03805-CR-4X,840312893880,2,24
HOD03804-CR-S0,198680008758,0,23
HOD03804-CR-M0,198680008765,8,23
HOD03804-CR-L0,198680008772,4,23
HOD03804-CR-X0,198680008789,7,23
HOD03804-CR-2X,198680008796,6,23
HOD03804-CR-4X,198680008802,6,23
HOD02209-PR-S0,840312895273,0,3.5
HOD02209-PR-M0,840312895280,0,3.5
HOD02209-PR-L0,840312895297,0,3.5
HOD02209-PR-X0,840312895303,0,3.5
HOD02209-CR-S0,840312899622,2,3.5
HOD02209-CR-M0,840312899639,3,3.5
HOD02209-CR-L0,840312899646,0,3.5
HOD02209-CR-X0,840312899653,0,3.5
HOD02209-CR-2X,840312899660,0,3.5
HOD02209-CR-4X,840312899677,1,3.5
PIN2506-00,638258906685,14,13.95
CG-ALADAMS-001,647581675014,19,15
CG-PPVR-06,669423999232,0,25
CG-PPVR-07,669423999249,0,25
CG-PPVR-08,669423999256,0,30
CG-PPVR-11,669423999287,0,25
CG-PPBS,669423999324,17,16
CG-PPFS,669423999331,15,16
CG-PPGD,669423999348,12,19
CG-PPRS,669423999355,26,16
LP6019535,PAUOFD,10,45.99
SUG-9PEA,860008882738,16,4.5
SUG-DEEPEA,860013989521,173,3.75
SUG-TCT2CT,860008882790,289,4.75
ELINT-16OZWB,713079400458,26,1.25
ELINT-4OZTC,713079400496,29,1.25
INT059-60MB,850000918733,46,10.95
INT059-120MB,850000918740,38,16.45
INT060-60MB,850000918764,21,8.5
INT060-120MB,850000918771,48,11
INT060-240MB,850000918788,41,16
INT061-60MB,850000918801,36,8
INT061-120MB,850000918818,25,10.5
INT061-240MB,850000918825,26,14
INT062MB,850000918849,52,13.5
BW-500099,6959532364101,13,17.56
BW-500076,6959532362404,19,21.33
BI-300104,6959532362565,27,21.11
BW-055022,6959532363319,26,24.44
BM-00900T98Q,6959532363722,6,28.89
BI-040198HP,6959532339260,0,20
BI-300106HP,6959532363210,17,18.67
BI-300057W,6959532361377,1,42.35
BI-014758-1-MR,6959532337990,16,16
EH40718-BK-S0,763036336979,17,24.95
EH40718-BK-M0,763036336986,17,24.95
EH40718-BK-L0,763036336993,14,24.95
EH40718-BK-X0,763036337006,11,24.95
LP6018804,3700436018804,20,31.5
LP6019511,3700436019511,20,86.5
